g_x,g_y,g_z
-0.197432,-0.068862,-0.740941
-0.420312,-0.0658093,-1.07808
-0.444493,-0.0405207,-0.538364
-0.183938,-0.0732569,-0.0918741
-0.556998,-0.566281,-1.60496
-1.2642,-1.04985,-2.41826
-1.19321,-1.04477,-1.07301
-0.479167,-0.522111,-0.114859
-0.598608,-1.20832,-1.64809
-1.48704,-2.61292,-2.55426
-1.3953,-2.53225,-1.17956
-0.537726,-1.09556,-0.111815
-0.273042,-0.799079,-0.796849
-0.651623,-1.65303,-1.1619
-0.650328,-1.66263,-0.563037
-0.264967,-0.745446,-0.089945
-0.0345506,-0.0242235,-1.60266
-0.0911588,0.20105,-2.43923
-0.11017,0.182058,-1.10463
-0.027982,-0.0899899,-0.14534
-0.282152,-1.04606,-3.74756
-0.86956,-1.77474,-5.96802
-0.689658,-1.83439,-2.0506
-0.13821,-0.968456,-0.047585
-0.352923,-2.64028,-3.89108
-1.39545,-6.22377,-6.3967
-1.25489,-6.04102,-2.16609
-0.321072,-2.23244,0.0215398
-0.10721,-1.67767,-1.76354
-0.439283,-3.66217,-2.71763
-0.497407,-3.54816,-1.07687
-0.135198,-1.49303,-0.0983256
0.456052,-0.00204585,-1.69696
1.09191,0.310497,-2.69345
1.1047,0.166619,-1.34688
0.417183,-0.0656291,-0.206901
0.982132,-0.994152,-4.0014
2.82378,-1.23242,-6.879
2.77129,-1.79634,-2.64737
0.982257,-0.963416,-0.041085
1.17056,-2.60433,-4.18369
3.24945,-5.71976,-7.20275
3.0709,-5.0799,-2.38484
1.04197,-2.0367,0.0615104
0.51965,-1.6386,-1.83972
1.12596,-3.56424,-2.89861
1.14785,-3.36571,-1.17167
0.482896,-1.40804,-0.0850062
0.418726,-0.0509112,-0.852194
0.934928,-0.000380406,-1.34678
0.952888,-0.0716755,-0.795013
0.405076,-0.080173,-0.178623
0.947995,-0.538046,-1.86557
2.29644,-0.853444,-2.99389
2.29771,-0.954058,-1.47761
0.898621,-0.522298,-0.218388
1.02341,-1.15129,-1.89484
2.4084,-2.38059,-2.95494
2.36159,-2.23337,-1.4035
0.905515,-1.00245,-0.172603
0.46568,-0.771367,-0.891142
1.03359,-1.59371,-1.33019
1.04272,-1.51557,-0.690371
0.446053,-0.672965,-0.117965
